#MIN=0	-3	-1000	0	
#MAX=320	3	1000	5	
#SCALE=100	1	500	1	
#DEC=1	3	0	3	
#DEF="Zeit" t / s	"Strom" I_A1 / A	"Magn. Flussdichte" B_B1 / mT	"Frequenz" f / Hz	
20.301	0.6345	258.5	0	
20.401	0.639	259	0	
20.501	0.6405	260	0	
20.601	0.642	260.5	0	
20.701	0.642	261.5	0	
20.801	0.645	262	0	
20.901	0.6465	263	0	
21.001	0.6495	264	0	
21.101	0.6525	265.5	0	
21.201	0.654	266.5	0	
21.301	0.657	267	0	
21.401	0.66	268	0	
21.501	0.663	270	0	
21.601	0.669	271.5	0	
21.701	0.672	273	0	
21.801	0.6765	274	0	
21.901	0.678	275	0	
22.001	0.6795	276	0	
22.101	0.6795	277	0	
22.201	0.684	278	0	
22.301	0.6915	280.5	0	
22.401	0.6945	282.5	0	
22.501	0.7005	284.5	0	
22.601	0.702	286	0	
22.701	0.7065	287	0	
22.801	0.711	289	0	
22.901	0.717	291	0	
23.001	0.7215	292.5	0	
23.101	0.7245	294.5	0	
23.201	0.729	296	0	
23.301	0.7335	297	0	
23.401	0.732	298	0	
23.501	0.738	299.5	0	
23.601	0.7455	302	0	
23.701	0.7515	304.5	0	
23.801	0.7575	307	0	
23.901	0.7605	308.5	0	
24.001	0.765	310	0	
24.101	0.7695	311.5	0	
24.201	0.774	314	0	
24.301	0.7815	316	0	
24.401	0.783	318	0	
24.501	0.7875	319	0	
24.601	0.7905	320.5	0	
24.701	0.795	322	0	
24.801	0.801	324	0	
24.901	0.804	325.5	0	
25.001	0.807	327	0	
25.101	0.81	328.5	0	
25.201	0.816	329.5	0	
25.301	0.8175	330.5	0	
25.401	0.813	330.5	0	
25.501	0.813	330.5	0	
25.601	0.813	330.5	0	
25.701	0.8175	331	0	
25.801	0.8235	333	0	
25.901	0.8325	335.5	0	
26.001	0.8385	337.5	0	
26.101	0.8415	340	0	
26.201	0.8505	342.5	0	
26.301	0.861	346.5	0	
26.401	0.8745	350.5	0	
26.501	0.8805	354	0	
26.601	0.8865	356.5	0	
26.701	0.8925	359.5	0	
26.801	0.9015	362	0	
26.901	0.912	365	0	
27.001	0.9165	368	0	
27.101	0.924	370	0	
27.201	0.927	372	0	
27.301	0.9315	373.5	0	
27.401	0.9375	375.5	0	
27.501	0.9435	377.5	0	
27.601	0.948	379	0	
27.701	0.9495	380.5	0	
27.801	0.9525	381	0	
27.901	0.9555	382.5	0	
28.001	0.9585	383	0	
28.101	0.9615	384.5	0	
28.201	0.9645	385.5	0	
28.301	0.966	386.5	0	
28.401	0.9705	387.5	0	
28.501	0.9705	388	0	
28.601	0.9735	388.5	0	
28.701	0.975	389.5	0	
28.801	0.978	390.5	0	
28.901	0.984	392	0	
29.001	0.987	393.5	0	
29.101	0.996	396	0	
29.201	1.0005	398	0	
29.301	1.0065	400	0	
29.401	1.011	401.5	0	
29.501	1.017	403	0	
29.601	1.02	404.5	0	
29.701	1.02	405.5	0	
29.801	1.0215	406.5	0	
29.901	1.0245	407	0	
30.001	1.029	408	0	
30.101	1.032	409.5	0	
30.201	1.0365	410.5	0	
30.301	1.038	412	0	
30.401	1.0395	412.5	0	
30.501	1.0425	413.5	0	
30.601	1.047	414.5	0	
30.701	1.0515	416	0	
30.801	1.0575	418	0	
30.901	1.062	420	0	
31.001	1.0695	422	0	
31.101	1.0755	424	0	
31.201	1.08	425.5	0	
31.301	1.083	427.5	0	
31.401	1.0845	428.5	0	
31.501	1.089	429	0	
31.601	1.089	429.5	0	
31.701	1.089	430	0	
31.801	1.0905	430	0	
31.901	1.092	430.5	0	
32.001	1.0995	432.5	0	
32.101	1.116	437.5	0	
32.201	1.1385	443.5	0	
32.301	1.152	449	0	
32.401	1.1655	453.5	0	
32.501	1.179	457.5	0	
32.601	1.191	462	0	
32.701	1.1985	465.5	0	
32.801	1.2075	468	0	
32.901	1.2225	472.5	0	
33.001	1.233	476.5	0	
33.101	1.2405	479	0	
33.201	1.245	480.5	0	
33.301	1.245	482	0	
33.401	1.2435	481.5	0	
33.501	1.242	481.5	0	
33.601	1.242	482	0	
33.701	1.245	481.5	0	
33.801	1.2495	482.5	0	
33.901	1.2585	485	0	
34.001	1.269	488	0	
34.101	1.278	491.5	0	
34.201	1.284	493.5	0	
34.301	1.29	495.5	0	
34.401	1.2975	498	0	
34.501	1.3095	500.5	0	
34.601	1.317	503.5	0	
34.701	1.32	505.5	0	
34.801	1.3305	507.5	0	
34.901	1.3425	511	0	
35.001	1.35	514	0	
35.101	1.356	516.5	0	
35.201	1.359	518	0	
35.301	1.362	518.5	0	
35.401	1.362	519.5	0	
35.501	1.3635	520	0	
35.601	1.365	520	0	
35.701	1.365	520.5	0	
35.801	1.368	521	0	
35.901	1.3725	522	0	
36.001	1.3815	524	0	
36.101	1.389	526.5	0	
36.201	1.392	528	0	
36.301	1.398	529.5	0	
36.401	1.404	531.5	0	
36.501	1.413	533.5	0	
36.601	1.4145	535.5	0	
36.701	1.4205	536.5	0	
36.801	1.422	537.5	0	
36.901	1.4325	539.5	0	
37.001	1.4415	542.5	0	
37.101	1.446	544.5	0	
37.201	1.4535	546	0	
37.301	1.4595	547.5	0	
37.401	1.4655	550	0	
37.501	1.4715	552	0	
37.601	1.4775	554	0	
37.701	1.482	555.5	0	
37.801	1.494	558.5	0	
37.901	1.5015	561	0	
38.001	1.506	562.5	0	
38.101	1.5075	563	0	
38.201	1.5045	563.5	0	
38.301	1.4925	562.5	0	
38.401	1.491	562	0	
38.501	1.497	562.5	0	
38.601	1.509	563.5	0	
38.701	1.518	566	0	
38.801	1.5225	567.5	0	
38.901	1.527	569	0	
39.001	1.533	571	0	
39.101	1.5405	572.5	0	
39.201	1.5495	574.5	0	
39.301	1.5615	578	0	
39.401	1.5705	581	0	
39.501	1.5705	582	0	
39.601	1.575	582.5	0	
39.701	1.575	583.5	0	
39.801	1.5735	584	0	
39.901	1.5855	585.5	0	
40.001	1.6095	590.5	0	
40.101	1.6395	598	0	
40.201	1.662	605	0	
40.301	1.6785	610.5	0	
40.401	1.689	614.5	0	
40.501	1.7025	618.5	0	
40.601	1.713	621.5	0	
40.701	1.7205	624	0	
40.801	1.7235	625.5	0	
40.901	1.728	626.5	0	
41.001	1.74	629.5	0	
41.101	1.7505	632	0	
41.201	1.755	634	0	
41.301	1.7625	636	0	
41.401	1.7715	638.5	0	
41.501	1.779	640.5	0	
41.601	1.7865	642.5	0	
41.701	1.7925	645	0	
41.801	1.7985	646	0	
41.901	1.8015	647.5	0	
42.001	1.806	648.5	0	
42.101	1.806	649	0	
42.201	1.8105	650	0	
42.301	1.818	651.5	0	
42.401	1.8255	653	0	
42.501	1.8285	655	0	
42.601	1.8315	656.5	0	
42.701	1.836	657	0	
42.801	1.839	658	0	
42.901	1.8405	658.5	0	
43.001	1.842	659	0	
43.101	1.8465	660	0	
43.201	1.851	661	0	
43.301	1.857	662.5	0	
43.401	1.8585	663.5	0	
43.501	1.8615	664	0	
43.601	1.8675	665.5	0	
43.701	1.875	667.5	0	
43.801	1.8795	668.5	0	
43.901	1.8825	669.5	0	
44.001	1.884	670	0	
44.101	1.8855	670.5	0	
44.201	1.896	672.5	0	
44.301	1.9005	674	0	
44.401	1.902	675	0	
44.501	1.9035	675.5	0	
44.601	1.908	676.5	0	
44.701	1.914	677.5	0	
44.801	1.9185	679.5	0	
44.901	1.9245	681	0	
45.001	1.9275	682	0	
45.101	1.932	683	0	
45.201	1.9365	684	0	
45.301	1.9395	685	0	
45.401	1.9425	685.5	0	
45.501	1.9425	686.5	0	
45.601	1.9485	687.5	0	
45.701	1.953	688.5	0	
45.801	1.959	689.5	0	
45.901	1.962	690.5	0	
46.001	1.9665	692	0	
46.101	1.9695	693	0	
46.201	1.974	693.5	0	
46.301	1.974	694	0	
46.401	1.9755	695	0	
46.501	1.9785	695	0	
46.601	1.9785	695.5	0	
46.701	1.98	696	0	
46.801	1.983	696.5	0	
46.901	1.9905	697.5	0	
47.001	1.9965	699	0	
47.101	1.9995	701.5	0	
47.201	2.0055	702	0	
47.301	2.0085	703	0	
47.401	2.0115	703.5	0	
47.501	2.0145	705	0	
47.601	2.0235	706	0	
47.701	2.034	708.5	0	
47.801	2.043	710	0	
47.901	2.0475	712	0	
48.001	2.0535	713.5	0	
48.101	2.058	715	0	
48.201	2.0625	716	0	
48.301	2.0655	716.5	0	
48.401	2.064	717.5	0	
48.501	2.0625	717.5	0	
49.801	2.0655	717.5	0	
49.901	2.0685	718	0	
50.001	2.073	719	0	
50.101	2.082	721	0	
50.201	2.0925	723	0	
50.301	2.106	726	0	
50.401	2.1135	728.5	0	
50.501	2.1165	729.5	0	
50.601	2.1195	730.5	0	
50.701	2.1225	731.5	0	
50.801	2.1345	733.5	0	
50.901	2.145	736	0	
51.001	2.154	738	0	
51.101	2.166	740.5	0	
51.201	2.184	744.5	0	
51.301	2.1975	748	0	
51.401	2.202	750	0	
51.501	2.2035	751.5	0	
51.601	2.2065	751.5	0	
51.701	2.2065	752	0	
51.801	2.2095	753	0	
51.901	2.22	754.5	0	
52.001	2.238	757.5	0	
52.101	2.259	762	0	
52.201	2.28	767	0	
52.301	2.298	771	0	
52.401	2.31	774.5	0	
52.501	2.322	777.5	0	
52.601	2.3355	780	0	
52.701	2.343	782.5	0	
52.801	2.3475	783.5	0	
52.901	2.3505	784.5	0	
53.001	2.3505	785	0	
53.101	2.352	785.5	0	
53.201	2.3565	786	0	
53.301	2.37	788	0	
53.401	2.3895	792	0	
53.501	2.4	794.5	0	
53.601	2.4045	796.5	0	
53.701	2.4135	798	0	
53.801	2.4165	799	0	
53.901	2.424	800.5	0	
54.001	2.433	802	0	
54.101	2.436	803.5	0	
54.201	2.4405	804	0	
54.301	2.4435	805	0	
54.401	2.448	806	0	
54.501	2.454	807	0	
54.601	2.457	808	0	
54.701	2.46	808.5	0	
54.801	2.4615	809	0	
54.901	2.466	809.5	0	
55.001	2.4675	810.5	0	
55.101	2.4705	811	0	
55.201	2.475	811.5	0	
55.301	2.478	812.5	0	
55.401	2.478	813	0	
55.501	2.4825	814	0	
55.601	2.487	815	0	
55.701	2.4945	816	0	
55.801	2.502	817.5	0	
55.901	2.511	819	0	
56.001	2.52	820.5	0	
56.101	2.5335	823	0	
56.201	2.55	826.5	0	
56.301	2.5575	828.5	0	
56.401	2.5605	829	0	
56.501	2.5635	830	0	
56.601	2.5635	830	0	
56.701	2.5635	830	0	
56.801	2.565	830.5	0	
56.901	2.5665	830.5	0	
57.001	2.5755	832	0	
57.101	2.5935	834.5	0	
57.201	2.6115	837.5	0	
57.301	2.6265	841	0	
57.401	2.634	843	0	
57.501	2.637	844	0	
57.801	2.6385	844.5	0	
57.901	2.6415	845	0	
58.001	2.6505	846.5	0	
58.101	2.6625	848	0	
58.201	2.673	850	0	
58.301	2.676	851	0	
58.401	2.679	851.5	0	
58.501	2.6835	852.5	0	
58.601	2.6895	853.5	0	
58.701	2.7015	855.5	0	
58.801	2.7075	857	0	
58.901	2.712	858	0	
59.001	2.712	858.5	0	
59.101	2.715	858.5	0	
59.201	2.715	859	0	
59.301	2.715	859	0	
59.401	2.7165	859	0	
59.501	2.724	860	0	
59.601	2.745	862.5	0	
59.701	2.766	866.5	0	
59.801	2.7795	869	0	
59.901	2.7945	871	0	
60.001	2.802	873.5	0	
60.101	2.8065	874.5	0	
60.201	2.811	875.5	0	
60.301	2.8155	876	0	
60.401	2.8215	877	0	
60.501	2.826	878	0	
60.601	2.8275	878.5	0	
60.701	2.829	878.5	0	
60.801	2.826	879	0	
60.901	2.826	878.5	0	
61.001	2.8275	878.5	0	
61.101	2.8275	878.5	0	
61.201	2.838	879.5	0	
61.301	2.853	882	0	
61.401	2.8605	883	0	
61.501	2.865	884.5	0	
61.601	2.868	885	0	
61.701	2.8725	885.5	0	
61.801	2.877	886.5	0	
61.901	2.8815	887	0	
62.001	2.886	888	0	
62.101	2.892	888.5	0	
62.201	2.8935	889.5	0	
62.301	2.8965	890	0	
62.401	2.8995	890	0	
62.501	2.898	890.5	0	
62.601	2.8995	890.5	0	
62.701	2.8995	890.5	0	
62.801	2.901	890.5	0	
62.901	2.901	890.5	0	
63.001	2.9025	891	0	
63.101	2.9085	891	0	
63.201	2.9085	892	0	
63.301	2.91	892	0	
63.401	2.913	892.5	0	
63.501	2.919	893.5	0	
63.601	2.922	893.5	0	
63.701	2.9235	894	0	
63.801	2.9265	894.5	0	
63.901	2.934	895.5	0	
64.001	2.9415	896.5	0	
64.101	2.946	897.5	0	
64.201	2.9535	898.5	0	
64.301	2.964	900	0	
64.401	2.9745	901.5	0	
64.501	2.985	903	0	
64.601	2.988	904	0	
64.701	2.9925	904.5	0	
64.801	2.9955	905	0	
64.901	3	906	0	
65.001	3.0045	906	0	
65.101	3.0045	906.5	0	
65.201	3.006	906.5	0	
67.001	3.0045	906.5	0	
67.101	3	906.5	0	
67.201	3.0015	906.5	0	
67.301	3	907	0	
67.401	2.9925	906	0	
67.501	2.9895	905.5	0	
67.601	2.985	905.5	0	
67.701	2.985	905.5	0	
67.801	2.9835	905.5	0	
67.901	2.9835	905.5	0	
68.001	2.9835	905.5	0	
68.101	2.9835	905	0	
68.201	2.982	905	0	
68.301	2.9805	905	0	
68.401	2.982	905	0	
68.501	2.982	905	0	
68.601	2.979	905	0	
68.701	2.976	905	0	
68.801	2.973	904.5	0	
68.901	2.9715	904.5	0	
69.001	2.967	904	0	
69.101	2.9595	904	0	
69.201	2.955	903	0	
69.301	2.949	903	0	
69.401	2.946	902.5	0	
69.501	2.9415	902	0	
69.601	2.9415	902	0	
69.701	2.9385	901.5	0	
69.801	2.934	901.5	0	
69.901	2.928	901	0	
70.001	2.9265	901	0	
70.101	2.9235	900.5	0	
70.201	2.919	900.5	0	
70.301	2.91	900	0	
70.401	2.907	899.5	0	
70.501	2.9025	899	0	
70.601	2.901	899	0	
70.701	2.898	898.5	0	
70.801	2.892	898	0	
70.901	2.88	897	0	
71.001	2.8725	896.5	0	
71.101	2.871	896	0	
71.201	2.865	895.5	0	
71.301	2.859	895	0	
71.401	2.8515	895	0	
71.501	2.8485	894.5	0	
71.601	2.8455	894.5	0	
71.701	2.8425	893.5	0	
71.801	2.8395	893.5	0	
71.901	2.838	893	0	
72.001	2.835	893	0	
72.101	2.832	892.5	0	
72.201	2.829	892.5	0	
72.301	2.8185	891.5	0	
72.401	2.814	891	0	
72.501	2.8155	890.5	0	
72.601	2.8155	891	0	
72.701	2.8155	891	0	
72.801	2.814	891	0	
72.901	2.8125	890.5	0	
73.001	2.796	889.5	0	
73.101	2.7885	888.5	0	
73.201	2.778	887.5	0	
73.301	2.772	886.5	0	
73.401	2.7615	885.5	0	
73.501	2.748	884.5	0	
73.601	2.739	883	0	
73.701	2.7345	882.5	0	
73.801	2.73	882	0	
73.901	2.724	881.5	0	
74.001	2.712	880.5	0	
74.101	2.709	879.5	0	
74.201	2.7015	879	0	
74.301	2.6985	878.5	0	
74.401	2.6955	878.5	0	
74.501	2.6925	877.5	0	
74.601	2.6835	877	0	
74.701	2.673	876	0	
74.801	2.6685	875	0	
74.901	2.6655	874.5	0	
75.001	2.6625	874	0	
75.101	2.6595	874	0	
75.201	2.6535	873	0	
75.301	2.6415	872	0	
75.401	2.6295	870.5	0	
75.501	2.619	869	0	
75.601	2.6115	868	0	
75.701	2.61	867.5	0	
75.801	2.6085	867.5	0	
75.901	2.607	867	0	
76.001	2.604	867	0	
76.101	2.6025	866.5	0	
76.201	2.5935	865.5	0	
76.301	2.5875	865	0	
76.401	2.577	863.5	0	
76.501	2.5635	862	0	
76.601	2.5575	861	0	
76.701	2.5515	860	0	
76.801	2.544	859	0	
76.901	2.535	858	0	
77.001	2.5275	856.5	0	
77.101	2.5185	855.5	0	
77.201	2.511	854.5	0	
77.301	2.5065	854	0	
77.401	2.5035	853.5	0	
77.501	2.5005	852.5	0	
77.601	2.499	852.5	0	
77.701	2.4945	852	0	
77.801	2.4945	851.5	0	
77.901	2.493	851.5	0	
78.001	2.4945	851.5	0	
78.101	2.493	851.5	0	
78.201	2.4945	851.5	0	
78.301	2.478	850	0	
78.401	2.46	847.5	0	
78.501	2.445	845	0	
78.601	2.4345	843	0	
78.701	2.427	842	0	
78.801	2.421	840.5	0	
78.901	2.415	839.5	0	
79.001	2.412	838.5	0	
79.101	2.4015	837.5	0	
79.201	2.391	836	0	
79.301	2.3835	834.5	0	
79.401	2.379	833.5	0	
79.501	2.367	832.5	0	
79.601	2.358	830.5	0	
79.701	2.349	829	0	
79.801	2.3415	828	0	
79.901	2.3355	826.5	0	
80.001	2.328	825.5	0	
80.101	2.3205	824	0	
80.201	2.3145	823	0	
80.301	2.3085	822	0	
80.401	2.3025	821	0	
80.501	2.2995	820	0	
80.601	2.295	819	0	
80.701	2.289	818	0	
80.801	2.271	815.5	0	
80.901	2.259	813	0	
81.001	2.2485	810.5	0	
81.101	2.2395	809.5	0	
81.201	2.229	807.5	0	
81.301	2.217	805.5	0	
81.401	2.2035	803	0	
81.501	2.199	801	0	
81.601	2.1945	800.5	0	
81.701	2.193	799.5	0	
81.801	2.187	799.5	0	
81.901	2.172	797	0	
82.001	2.1645	794.5	0	
82.101	2.1615	793.5	0	
82.201	2.16	793	0	
82.301	2.1615	793	0	
82.401	2.1645	793	0	
82.501	2.1645	793.5	0	
82.601	2.1585	792.5	0	
82.701	2.1405	790.5	0	
82.801	2.1255	787.5	0	
82.901	2.1135	785	0	
83.001	2.097	781.5	0	
83.101	2.0805	778.5	0	
83.201	2.0715	775.5	0	
83.301	2.061	773	0	
83.401	2.0475	770.5	0	
83.501	2.0355	768.5	0	
83.601	2.028	766	0	
83.701	2.016	763.5	0	
83.801	2.0115	762.5	0	
83.901	2.01	761.5	0	
84.001	2.0055	760.5	0	
84.101	1.9965	759	0	
84.201	1.989	757	0	
84.301	1.9845	756	0	
84.401	1.983	755.5	0	
84.501	1.983	754.5	0	
84.601	1.9785	754	0	
84.701	1.9755	753.5	0	
84.801	1.9755	753	0	
84.901	1.9725	753	0	
85.001	1.974	752.5	0	
85.101	1.9725	752	0	
85.201	1.968	752	0	
85.301	1.965	751.5	0	
85.401	1.962	750.5	0	
85.501	1.959	750	0	
85.601	1.9575	749	0	
85.701	1.9545	748.5	0	
85.801	1.9515	748	0	
85.901	1.947	747.5	0	
86.001	1.95	747	0	
86.101	1.9455	746.5	0	
86.201	1.9425	746	0	
86.301	1.9395	745	0	
86.401	1.935	744	0	
86.501	1.935	743.5	0	
86.601	1.932	743	0	
86.701	1.923	741.5	0	
86.801	1.9185	740.5	0	
86.901	1.917	739.5	0	
87.001	1.9125	739	0	
87.101	1.911	738	0	
87.201	1.9035	737	0	
87.301	1.8975	736	0	
87.401	1.8975	735	0	
87.501	1.896	735	0	
87.601	1.893	734	0	
87.701	1.8735	730.5	0	
87.801	1.8675	728.5	0	
87.901	1.866	727.5	0	
88.001	1.8735	727.5	0	
88.101	1.872	728	0	
88.201	1.8735	728	0	
88.301	1.8735	728	0	
88.401	1.8735	728	0	
88.501	1.872	728	0	
88.601	1.872	728	0	
88.701	1.8735	728	0	
88.801	1.8675	727.5	0	
88.901	1.8675	727	0	
89.001	1.863	726.5	0	
89.101	1.86	726	0	
89.201	1.8525	724.5	0	
89.301	1.839	722	0	
89.401	1.8315	720	0	
89.501	1.83	718.5	0	
89.601	1.8225	717.5	0	
89.701	1.815	715.5	0	
89.801	1.8045	713.5	0	
89.901	1.7925	711	0	
90.001	1.788	709	0	
90.101	1.785	707.5	0	
90.201	1.7805	706.5	0	
90.301	1.779	705.5	0	
90.401	1.779	705.5	0	
90.501	1.7775	705	0	
90.601	1.773	704.5	0	
90.701	1.77	703.5	0	
90.801	1.7685	703	0	
90.901	1.7745	703.5	0	
91.001	1.7775	703.5	0	
91.101	1.7775	704	0	
91.201	1.7715	703.5	0	
91.301	1.761	702	0	
91.401	1.752	700	0	
91.501	1.737	696.5	0	
91.601	1.725	693	0	
91.701	1.713	690.5	0	
91.801	1.7025	687.5	0	
91.901	1.692	685	0	
92.001	1.6785	682	0	
92.101	1.671	679.5	0	
92.201	1.665	677.5	0	
92.301	1.6605	675.5	0	
92.401	1.656	675	0	
92.501	1.656	674	0	
92.601	1.6365	671	0	
92.701	1.6215	666.5	0	
92.801	1.6005	661.5	0	
92.901	1.581	656.5	0	
93.001	1.5675	652	0	
93.101	1.557	648.5	0	
93.201	1.551	646.5	0	
93.301	1.542	644	0	
93.401	1.5345	641.5	0	
93.501	1.5285	640	0	
93.601	1.5255	639	0	
93.701	1.518	637	0	
93.801	1.512	635.5	0	
93.901	1.5045	633	0	
94.001	1.5	632	0	
94.101	1.494	630.5	0	
94.201	1.488	628.5	0	
94.301	1.485	627.5	0	
94.401	1.4775	626	0	
94.501	1.473	624	0	
94.601	1.4685	623	0	
94.701	1.464	621.5	0	
94.801	1.4595	620	0	
94.901	1.4535	618.5	0	
95.001	1.449	617	0	
95.101	1.4445	615.5	0	
95.201	1.4415	614.5	0	
95.301	1.437	613.5	0	
95.401	1.4325	612.5	0	
95.501	1.425	610.5	0	
95.601	1.4205	609	0	
95.701	1.419	608	0	
95.801	1.4175	608	0	
95.901	1.416	607.5	0	
96.001	1.4145	607.5	0	
96.101	1.416	607	0	
96.201	1.416	607	0	
96.301	1.416	607	0	
96.401	1.4145	606.5	0	
96.501	1.4025	605	0	
96.601	1.392	602	0	
96.701	1.3845	599.5	0	
96.801	1.3755	597	0	
96.901	1.368	594.5	0	
97.001	1.3575	592	0	
97.101	1.3515	589.5	0	
97.201	1.347	588	0	
97.301	1.3425	587	0	
97.401	1.335	584.5	0	
97.501	1.3245	582	0	
97.601	1.317	579.5	0	
97.701	1.3125	577.5	0	
97.801	1.3095	576	0	
97.901	1.305	575	0	
98.001	1.3035	574	0	
98.101	1.302	573.5	0	
98.201	1.2975	572	0	
98.301	1.293	571.5	0	
98.401	1.2915	570.5	0	
98.501	1.29	570.5	0	
98.601	1.2915	570	0	
98.701	1.29	570	0	
98.801	1.29	570	0	
98.901	1.2885	569.5	0	
99.001	1.2885	569.5	0	
99.101	1.2885	569.5	0	
99.201	1.29	569.5	0	
99.301	1.2885	569.5	0	
99.401	1.29	569.5	0	
99.501	1.287	569.5	0	
99.601	1.2885	569.5	0	
99.701	1.287	569	0	
99.801	1.287	569	0	
99.901	1.2855	569	0	
100.001	1.284	568.5	0	
100.101	1.281	567.5	0	
100.201	1.2765	566.5	0	
100.301	1.266	564	0	
100.401	1.2525	560.5	0	
100.501	1.245	557.5	0	
100.601	1.2375	555.5	0	
100.701	1.233	554	0	
100.801	1.233	553	0	
100.901	1.2345	552.5	0	
101.001	1.23	552	0	
101.101	1.227	551.5	0	
101.201	1.224	550.5	0	
101.301	1.2225	550	0	
101.401	1.221	549.5	0	
101.501	1.215	548	0	
101.601	1.209	546.5	0	
101.701	1.209	545.5	0	
101.801	1.206	545	0	
101.901	1.206	544.5	0	
102.001	1.206	544.5	0	
102.101	1.2045	544	0	
102.201	1.2045	544	0	
102.301	1.2045	544	0	
102.401	1.2045	543.5	0	
102.501	1.2	543	0	
102.601	1.1985	542.5	0	
102.701	1.197	542	0	
102.801	1.1925	541	0	
102.901	1.1865	539	0	
103.001	1.173	536	0	
103.101	1.1655	533.5	0	
103.201	1.1625	532	0	
103.301	1.1625	531	0	
103.401	1.158	530	0	
103.501	1.155	529	0	
103.601	1.1565	528.5	0	
103.701	1.1535	528	0	
103.801	1.1505	527.5	0	
103.901	1.1445	526	0	
104.001	1.1385	524.5	0	
104.101	1.1295	522	0	
104.201	1.1235	520	0	
104.301	1.1205	518.5	0	
104.401	1.1175	517.5	0	
104.501	1.1175	516.5	0	
104.601	1.1145	516	0	
104.701	1.11	515	0	
104.801	1.1115	514.5	0	
104.901	1.11	514.5	0	
105.001	1.1085	514	0	
105.101	1.1085	514	0	
105.201	1.107	513.5	0	
105.301	1.107	513.5	0	
105.401	1.1055	513	0	
105.501	1.1025	512.5	0	
105.601	1.098	511	0	
105.701	1.0935	510	0	
105.801	1.092	509	0	
